bib,name,status,category,sex,country,Hell-Bourg,Merles,Sen. Scout,Aurère,Deux Bras,Dos d'Ane,Ratinaud,Possession,Chaloupe,Colorado,La Vigie,St Denis
3120,Gaël CLAVIER,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:06:56.000+04:00,2025-10-17T03:23:13.000+04:00,2025-10-17T04:35:00.000+04:00,2025-10-17T05:28:29.000+04:00,2025-10-17T06:43:04.000+04:00,2025-10-17T07:04:08.000+04:00,2025-10-17T08:25:36.000+04:00,2025-10-17T09:50:44.000+04:00,2025-10-17T11:42:13.000+04:00,2025-10-17T12:10:55.000+04:00,2025-10-17T12:40:17.000+04:00
3345,Nicolas BOURON,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:24:40.000+04:00,2025-10-17T03:40:54.000+04:00,2025-10-17T04:58:04.000+04:00,2025-10-17T05:52:26.000+04:00,2025-10-17T07:08:34.000+04:00,2025-10-17T07:28:39.000+04:00,2025-10-17T08:45:54.000+04:00,2025-10-17T09:56:50.000+04:00,2025-10-17T11:46:45.000+04:00,2025-10-17T12:15:55.000+04:00,2025-10-17T12:41:16.000+04:00
4396,Roland FRANCLET,FINISHER,M1 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:22:11.000+04:00,2025-10-17T03:40:54.000+04:00,2025-10-17T04:58:06.000+04:00,2025-10-17T05:52:24.000+04:00,2025-10-17T07:08:32.000+04:00,2025-10-17T07:28:40.000+04:00,2025-10-17T08:48:37.000+04:00,2025-10-17T09:56:54.000+04:00,2025-10-17T11:46:46.000+04:00,2025-10-17T12:15:58.000+04:00,2025-10-17T12:41:16.000+04:00
3687,Benoît GAILLET,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:24:43.000+04:00,2025-10-17T03:41:24.000+04:00,2025-10-17T04:55:08.000+04:00,2025-10-17T05:50:41.000+04:00,2025-10-17T07:02:08.000+04:00,2025-10-17T07:21:42.000+04:00,2025-10-17T08:34:27.000+04:00,2025-10-17T10:14:05.000+04:00,2025-10-17T11:50:06.000+04:00,2025-10-17T12:17:11.000+04:00,2025-10-17T12:41:44.000+04:00
3340,Jérémy MARTY,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:24:56.000+04:00,2025-10-17T03:45:44.000+04:00,2025-10-17T05:08:42.000+04:00,2025-10-17T06:02:36.000+04:00,2025-10-17T07:23:31.000+04:00,2025-10-17T07:45:48.000+04:00,2025-10-17T09:07:52.000+04:00,2025-10-17T10:16:22.000+04:00,2025-10-17T11:58:16.000+04:00,2025-10-17T12:25:02.000+04:00,2025-10-17T12:48:50.000+04:00
4321,Wilfrid OULEDI,FINISHER,M3 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:15:24.000+04:00,2025-10-17T03:30:59.000+04:00,2025-10-17T04:46:32.000+04:00,2025-10-17T05:41:33.000+04:00,2025-10-17T06:58:38.000+04:00,2025-10-17T07:20:45.000+04:00,2025-10-17T08:35:53.000+04:00,2025-10-17T09:48:06.000+04:00,2025-10-17T11:47:09.000+04:00,2025-10-17T12:21:47.000+04:00,2025-10-17T12:50:39.000+04:00
3118,Emma VILLA,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:24:55.000+04:00,2025-10-17T03:44:30.000+04:00,2025-10-17T05:03:58.000+04:00,2025-10-17T05:59:26.000+04:00,2025-10-17T07:13:36.000+04:00,2025-10-17T07:37:27.000+04:00,2025-10-17T08:57:28.000+04:00,2025-10-17T10:09:33.000+04:00,2025-10-17T11:50:05.000+04:00,2025-10-17T12:23:48.000+04:00,2025-10-17T12:51:14.000+04:00
4346,Joel BRINGS,FINISHER,SE H,MALE,DE,2025-10-17T00:59:59.000+04:00,2025-10-17T03:14:18.000+04:00,2025-10-17T03:30:04.000+04:00,2025-10-17T04:46:11.000+04:00,2025-10-17T05:40:16.000+04:00,2025-10-17T06:54:02.000+04:00,2025-10-17T07:16:29.000+04:00,2025-10-17T08:33:41.000+04:00,2025-10-17T09:50:24.000+04:00,2025-10-17T11:43:55.000+04:00,2025-10-17T12:21:01.000+04:00,2025-10-17T12:51:45.000+04:00
3131,Aurore CANINO HEMON,FINISHER,M0 F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:18:44.000+04:00,2025-10-17T03:36:26.000+04:00,2025-10-17T04:52:17.000+04:00,2025-10-17T05:43:21.000+04:00,2025-10-17T06:59:56.000+04:00,2025-10-17T07:21:04.000+04:00,2025-10-17T08:40:19.000+04:00,2025-10-17T09:59:14.000+04:00,2025-10-17T11:53:22.000+04:00,2025-10-17T12:23:55.000+04:00,2025-10-17T12:52:01.000+04:00
4136,Florent CORVELLEC,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:18:16.000+04:00,2025-10-17T03:35:48.000+04:00,2025-10-17T04:50:04.000+04:00,2025-10-17T05:41:26.000+04:00,2025-10-17T06:58:10.000+04:00,2025-10-17T07:17:10.000+04:00,2025-10-17T08:38:31.000+04:00,2025-10-17T09:47:46.000+04:00,2025-10-17T11:52:08.000+04:00,2025-10-17T12:27:31.000+04:00,2025-10-17T12:54:19.000+04:00
3474,Dany TURPIN,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:23:39.000+04:00,2025-10-17T03:42:02.000+04:00,2025-10-17T04:55:52.000+04:00,2025-10-17T05:44:37.000+04:00,2025-10-17T06:59:39.000+04:00,2025-10-17T07:19:30.000+04:00,2025-10-17T08:31:31.000+04:00,2025-10-17T09:54:44.000+04:00,2025-10-17T11:51:39.000+04:00,2025-10-17T12:25:58.000+04:00,2025-10-17T12:54:50.000+04:00
3414,Félix URVOY,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:07:20.000+04:00,2025-10-17T03:22:29.000+04:00,2025-10-17T04:35:03.000+04:00,2025-10-17T05:24:10.000+04:00,2025-10-17T06:42:08.000+04:00,2025-10-17T07:16:31.000+04:00,2025-10-17T09:06:07.000+04:00,2025-10-17T10:08:14.000+04:00,2025-10-17T11:50:12.000+04:00,2025-10-17T12:28:08.000+04:00,2025-10-17T12:55:18.000+04:00
4056,Paul RAYOT,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T02:57:08.000+04:00,2025-10-17T03:11:49.000+04:00,2025-10-17T04:15:27.000+04:00,2025-10-17T05:03:43.000+04:00,2025-10-17T06:12:12.000+04:00,2025-10-17T06:32:51.000+04:00,2025-10-17T08:00:40.000+04:00,2025-10-17T09:31:54.000+04:00,2025-10-17T11:28:53.000+04:00,2025-10-17T12:14:04.000+04:00,2025-10-17T12:56:23.000+04:00
4179,Luciano FIGUIN,FINISHER,M3 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T03:29:37.000+04:00,2025-10-17T03:47:26.000+04:00,2025-10-17T05:04:06.000+04:00,2025-10-17T05:55:19.000+04:00,2025-10-17T07:13:47.000+04:00,2025-10-17T07:34:31.000+04:00,2025-10-17T08:49:35.000+04:00,2025-10-17T10:04:52.000+04:00,2025-10-17T12:07:05.000+04:00,2025-10-17T12:37:36.000+04:00,2025-10-17T13:02:26.000+04:00
3669,Pascal SANTONI,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:20:19.000+04:00,2025-10-17T03:37:50.000+04:00,2025-10-17T04:49:44.000+04:00,2025-10-17T05:44:18.000+04:00,2025-10-17T07:00:12.000+04:00,2025-10-17T07:21:25.000+04:00,2025-10-17T08:43:58.000+04:00,2025-10-17T10:02:11.000+04:00,2025-10-17T11:54:08.000+04:00,2025-10-17T12:31:50.000+04:00,2025-10-17T13:03:13.000+04:00
3917,Samy CHIVA,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:19:23.000+04:00,2025-10-17T03:37:18.000+04:00,2025-10-17T04:53:49.000+04:00,2025-10-17T05:48:06.000+04:00,2025-10-17T07:04:36.000+04:00,2025-10-17T07:27:36.000+04:00,2025-10-17T08:49:34.000+04:00,2025-10-17T10:03:48.000+04:00,2025-10-17T12:07:13.000+04:00,2025-10-17T12:36:22.000+04:00,2025-10-17T13:03:43.000+04:00
3313,Thibaut BENOIT,FINISHER,M1 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:22:31.000+04:00,2025-10-17T03:40:08.000+04:00,2025-10-17T04:58:31.000+04:00,2025-10-17T05:50:48.000+04:00,2025-10-17T07:08:58.000+04:00,2025-10-17T07:31:05.000+04:00,2025-10-17T08:53:52.000+04:00,2025-10-17T10:15:25.000+04:00,2025-10-17T12:10:27.000+04:00,2025-10-17T12:39:39.000+04:00,2025-10-17T13:04:37.000+04:00
4167,Desire HUBERT,FINISHER,M2 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:25:03.000+04:00,2025-10-17T03:40:45.000+04:00,2025-10-17T05:00:02.000+04:00,2025-10-17T05:55:26.000+04:00,2025-10-17T07:09:25.000+04:00,2025-10-17T07:28:44.000+04:00,2025-10-17T08:41:06.000+04:00,2025-10-17T10:12:55.000+04:00,2025-10-17T12:09:35.000+04:00,2025-10-17T12:40:44.000+04:00,2025-10-17T13:04:57.000+04:00
3404,Théo GAUVIN,FINISHER,SE H,MALE,RE,2025-10-17T00:59:59.000+04:00,2025-10-17T03:19:52.000+04:00,2025-10-17T03:36:17.000+04:00,2025-10-17T04:58:18.000+04:00,2025-10-17T05:50:54.000+04:00,2025-10-17T07:12:39.000+04:00,2025-10-17T07:36:00.000+04:00,2025-10-17T09:03:18.000+04:00,2025-10-17T10:28:47.000+04:00,2025-10-17T12:08:50.000+04:00,2025-10-17T12:40:55.000+04:00,2025-10-17T13:04:59.000+04:00
4034,Pauline DURAND,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:13:03.000+04:00,2025-10-17T03:29:32.000+04:00,2025-10-17T04:45:27.000+04:00,2025-10-17T05:39:47.000+04:00,2025-10-17T06:55:17.000+04:00,2025-10-17T07:17:18.000+04:00,2025-10-17T08:33:46.000+04:00,2025-10-17T10:02:06.000+04:00,2025-10-17T11:53:29.000+04:00,2025-10-17T12:33:02.000+04:00,2025-10-17T13:06:37.000+04:00
4471,Victor LEBAUDY,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:19:05.000+04:00,2025-10-17T03:35:44.000+04:00,2025-10-17T04:50:06.000+04:00,2025-10-17T05:44:06.000+04:00,2025-10-17T06:56:23.000+04:00,2025-10-17T07:17:26.000+04:00,2025-10-17T08:31:43.000+04:00,2025-10-17T09:54:54.000+04:00,2025-10-17T11:53:44.000+04:00,2025-10-17T12:31:48.000+04:00,2025-10-17T13:06:58.000+04:00
4215,Alexandra LASSIAILLE,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:34:14.000+04:00,2025-10-17T03:51:04.000+04:00,2025-10-17T05:10:51.000+04:00,2025-10-17T06:06:58.000+04:00,2025-10-17T07:27:38.000+04:00,2025-10-17T07:52:14.000+04:00,2025-10-17T09:11:15.000+04:00,2025-10-17T10:20:49.000+04:00,2025-10-17T12:10:35.000+04:00,2025-10-17T12:41:38.000+04:00,2025-10-17T13:07:08.000+04:00
4058,François BARANOWSKI,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T03:31:19.000+04:00,2025-10-17T03:53:08.000+04:00,2025-10-17T05:09:15.000+04:00,2025-10-17T06:09:18.000+04:00,2025-10-17T07:26:40.000+04:00,2025-10-17T07:48:44.000+04:00,2025-10-17T09:12:36.000+04:00,2025-10-17T10:27:29.000+04:00,2025-10-17T12:14:16.000+04:00,2025-10-17T12:42:52.000+04:00,2025-10-17T13:11:32.000+04:00
3287,Mathieu MAUGEE,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:30:29.000+04:00,2025-10-17T03:48:40.000+04:00,2025-10-17T05:06:44.000+04:00,2025-10-17T05:56:58.000+04:00,2025-10-17T07:18:08.000+04:00,2025-10-17T07:38:31.000+04:00,2025-10-17T09:08:41.000+04:00,2025-10-17T10:22:58.000+04:00,2025-10-17T12:17:45.000+04:00,2025-10-17T12:46:53.000+04:00,2025-10-17T13:11:57.000+04:00
4268,Xavier METTEFEU,FINISHER,M2 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:24:24.000+04:00,2025-10-17T03:42:46.000+04:00,2025-10-17T05:05:11.000+04:00,2025-10-17T06:01:53.000+04:00,2025-10-17T07:22:09.000+04:00,2025-10-17T07:45:52.000+04:00,2025-10-17T09:08:21.000+04:00,2025-10-17T10:20:30.000+04:00,2025-10-17T12:10:42.000+04:00,2025-10-17T12:42:17.000+04:00,2025-10-17T13:12:53.000+04:00
3265,Maxime PIRARD,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:08:42.000+04:00,2025-10-17T03:24:47.000+04:00,2025-10-17T04:40:36.000+04:00,2025-10-17T05:43:09.000+04:00,2025-10-17T06:56:30.000+04:00,2025-10-17T07:17:44.000+04:00,2025-10-17T08:30:20.000+04:00,2025-10-17T09:59:17.000+04:00,2025-10-17T12:11:29.000+04:00,2025-10-17T12:46:55.000+04:00,2025-10-17T13:14:12.000+04:00
3643,Chloé PRIMAULT,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:29:55.000+04:00,2025-10-17T03:47:15.000+04:00,2025-10-17T05:08:46.000+04:00,2025-10-17T06:04:58.000+04:00,2025-10-17T07:27:31.000+04:00,2025-10-17T07:50:03.000+04:00,2025-10-17T09:20:02.000+04:00,2025-10-17T10:34:14.000+04:00,2025-10-17T12:16:16.000+04:00,2025-10-17T12:46:49.000+04:00,2025-10-17T13:14:24.000+04:00
4464,Romain LUCAS,FINISHER,M1 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:27:31.000+04:00,2025-10-17T03:44:00.000+04:00,2025-10-17T04:59:29.000+04:00,2025-10-17T05:51:25.000+04:00,2025-10-17T07:19:28.000+04:00,2025-10-17T07:41:17.000+04:00,2025-10-17T08:59:22.000+04:00,2025-10-17T10:33:37.000+04:00,2025-10-17T12:21:19.000+04:00,2025-10-17T12:49:25.000+04:00,2025-10-17T13:14:54.000+04:00
4037,Sébastien SERVEAUX,FINISHER,M2 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:29:51.000+04:00,2025-10-17T03:47:00.000+04:00,2025-10-17T05:07:19.000+04:00,2025-10-17T06:04:11.000+04:00,2025-10-17T07:15:15.000+04:00,2025-10-17T07:38:05.000+04:00,2025-10-17T09:02:11.000+04:00,2025-10-17T10:16:09.000+04:00,2025-10-17T12:16:25.000+04:00,2025-10-17T12:50:11.000+04:00,2025-10-17T13:14:59.000+04:00
4226,Quentin DEROSIER,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:35:49.000+04:00,2025-10-17T03:55:18.000+04:00,2025-10-17T05:17:38.000+04:00,2025-10-17T06:17:35.000+04:00,2025-10-17T07:42:10.000+04:00,2025-10-17T08:02:16.000+04:00,2025-10-17T09:23:56.000+04:00,2025-10-17T10:33:52.000+04:00,2025-10-17T12:19:21.000+04:00,2025-10-17T12:50:15.000+04:00,2025-10-17T13:15:12.000+04:00
3335,Thomas SERRE,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:39:45.000+04:00,2025-10-17T04:02:33.000+04:00,2025-10-17T05:26:11.000+04:00,2025-10-17T06:26:26.000+04:00,2025-10-17T07:47:54.000+04:00,2025-10-17T08:09:53.000+04:00,2025-10-17T09:29:18.000+04:00,2025-10-17T10:42:45.000+04:00,2025-10-17T12:24:23.000+04:00,2025-10-17T12:52:48.000+04:00,2025-10-17T13:18:33.000+04:00
4214,Johann JOLLIVET,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:17:59.000+04:00,2025-10-17T03:35:51.000+04:00,2025-10-17T04:48:57.000+04:00,2025-10-17T05:47:21.000+04:00,2025-10-17T07:01:49.000+04:00,2025-10-17T07:26:31.000+04:00,2025-10-17T08:41:51.000+04:00,2025-10-17T10:22:32.000+04:00,2025-10-17T12:16:32.000+04:00,2025-10-17T12:49:45.000+04:00,2025-10-17T13:18:47.000+04:00
4029,Christian GAUDENS,FINISHER,M3 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:16:21.000+04:00,2025-10-17T03:36:41.000+04:00,2025-10-17T04:55:03.000+04:00,2025-10-17T05:55:22.000+04:00,2025-10-17T07:12:11.000+04:00,2025-10-17T07:33:55.000+04:00,2025-10-17T08:53:53.000+04:00,2025-10-17T10:15:06.000+04:00,2025-10-17T12:15:16.000+04:00,2025-10-17T12:51:19.000+04:00,2025-10-17T13:19:16.000+04:00
3940,Adrien RIVIERE,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:22:01.000+04:00,2025-10-17T03:40:38.000+04:00,2025-10-17T04:57:07.000+04:00,2025-10-17T05:55:14.000+04:00,2025-10-17T07:11:52.000+04:00,2025-10-17T07:37:30.000+04:00,2025-10-17T08:59:23.000+04:00,2025-10-17T10:30:03.000+04:00,2025-10-17T12:23:16.000+04:00,2025-10-17T12:56:17.000+04:00,2025-10-17T13:21:30.000+04:00
4367,Steven COUVERT,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:36:39.000+04:00,2025-10-17T03:55:03.000+04:00,2025-10-17T05:18:46.000+04:00,2025-10-17T06:13:36.000+04:00,2025-10-17T07:33:34.000+04:00,2025-10-17T07:57:08.000+04:00,2025-10-17T09:17:15.000+04:00,2025-10-17T10:33:55.000+04:00,2025-10-17T12:31:01.000+04:00,2025-10-17T12:58:08.000+04:00,2025-10-17T13:21:52.000+04:00
4337,Vincent LUSSIANA,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:27:47.000+04:00,2025-10-17T03:47:18.000+04:00,2025-10-17T05:04:01.000+04:00,2025-10-17T05:54:34.000+04:00,2025-10-17T07:13:46.000+04:00,2025-10-17T07:34:02.000+04:00,2025-10-17T08:56:31.000+04:00,2025-10-17T10:25:46.000+04:00,2025-10-17T12:25:32.000+04:00,2025-10-17T12:58:06.000+04:00,2025-10-17T13:22:01.000+04:00
3636,Mathieu PELUCHONNEAU,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:26:17.000+04:00,2025-10-17T03:45:51.000+04:00,2025-10-17T05:04:52.000+04:00,2025-10-17T05:57:11.000+04:00,2025-10-17T07:16:52.000+04:00,2025-10-17T07:38:42.000+04:00,2025-10-17T09:05:05.000+04:00,2025-10-17T10:41:31.000+04:00,2025-10-17T12:31:04.000+04:00,2025-10-17T12:58:33.000+04:00,2025-10-17T13:22:32.000+04:00
4060,Lilian ROUX,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:27:42.000+04:00,2025-10-17T03:45:47.000+04:00,2025-10-17T05:07:45.000+04:00,2025-10-17T06:03:03.000+04:00,2025-10-17T07:24:00.000+04:00,2025-10-17T07:45:43.000+04:00,2025-10-17T09:13:19.000+04:00,2025-10-17T10:30:21.000+04:00,2025-10-17T12:21:36.000+04:00,2025-10-17T12:54:44.000+04:00,2025-10-17T13:23:49.000+04:00
4465,Nathan GREUZARD,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:27:35.000+04:00,2025-10-17T03:45:48.000+04:00,2025-10-17T05:07:43.000+04:00,2025-10-17T06:03:01.000+04:00,2025-10-17T07:23:58.000+04:00,2025-10-17T07:45:47.000+04:00,2025-10-17T09:13:11.000+04:00,2025-10-17T10:30:18.000+04:00,2025-10-17T12:21:31.000+04:00,2025-10-17T12:54:40.000+04:00,2025-10-17T13:23:49.000+04:00
4152,Amaury JUNGES,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:12:26.000+04:00,2025-10-17T03:33:03.000+04:00,2025-10-17T04:49:05.000+04:00,2025-10-17T05:48:27.000+04:00,2025-10-17T07:13:22.000+04:00,2025-10-17T07:37:23.000+04:00,2025-10-17T08:55:40.000+04:00,2025-10-17T10:35:08.000+04:00,2025-10-17T12:25:54.000+04:00,2025-10-17T12:59:06.000+04:00,2025-10-17T13:24:08.000+04:00
3254,Maxence LE GAL,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:22:14.000+04:00,2025-10-17T03:40:42.000+04:00,2025-10-17T04:53:52.000+04:00,2025-10-17T05:49:08.000+04:00,2025-10-17T07:08:27.000+04:00,2025-10-17T07:29:54.000+04:00,2025-10-17T08:52:41.000+04:00,2025-10-17T10:14:03.000+04:00,2025-10-17T12:19:13.000+04:00,2025-10-17T12:55:19.000+04:00,2025-10-17T13:25:17.000+04:00
4436,Vishal ITTOO,FINISHER,M2 H,MALE,MU,2025-10-17T01:09:59.000+04:00,2025-10-17T03:31:27.000+04:00,2025-10-17T03:50:21.000+04:00,2025-10-17T05:11:25.000+04:00,2025-10-17T06:04:15.000+04:00,2025-10-17T07:18:15.000+04:00,2025-10-17T07:38:34.000+04:00,2025-10-17T08:53:13.000+04:00,2025-10-17T10:11:14.000+04:00,2025-10-17T12:22:56.000+04:00,2025-10-17T12:59:09.000+04:00,2025-10-17T13:25:33.000+04:00
3159,Sylvain GRATALOUP,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:24:17.000+04:00,2025-10-17T03:42:40.000+04:00,2025-10-17T05:05:45.000+04:00,2025-10-17T06:00:20.000+04:00,2025-10-17T07:19:48.000+04:00,2025-10-17T07:41:34.000+04:00,2025-10-17T09:12:33.000+04:00,2025-10-17T10:26:33.000+04:00,2025-10-17T12:26:43.000+04:00,2025-10-17T12:58:36.000+04:00,2025-10-17T13:25:53.000+04:00
4269,Gabin MOUGIN,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:41:40.000+04:00,2025-10-17T03:58:53.000+04:00,2025-10-17T05:22:14.000+04:00,2025-10-17T06:19:20.000+04:00,2025-10-17T07:44:09.000+04:00,2025-10-17T08:07:51.000+04:00,2025-10-17T09:30:30.000+04:00,2025-10-17T10:41:35.000+04:00,2025-10-17T12:30:27.000+04:00,2025-10-17T13:00:09.000+04:00,2025-10-17T13:26:54.000+04:00
3306,Clément VALETTE,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:39:04.000+04:00,2025-10-17T04:01:24.000+04:00,2025-10-17T05:18:44.000+04:00,2025-10-17T06:11:46.000+04:00,2025-10-17T07:33:48.000+04:00,2025-10-17T07:59:18.000+04:00,2025-10-17T09:20:10.000+04:00,2025-10-17T10:33:37.000+04:00,2025-10-17T12:31:08.000+04:00,2025-10-17T13:02:25.000+04:00,2025-10-17T13:27:49.000+04:00
3244,Nelson DULONDEL,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:24:01.000+04:00,2025-10-17T03:40:48.000+04:00,2025-10-17T04:56:33.000+04:00,2025-10-17T05:47:43.000+04:00,2025-10-17T07:01:39.000+04:00,2025-10-17T07:28:50.000+04:00,2025-10-17T08:50:00.000+04:00,2025-10-17T10:03:15.000+04:00,2025-10-17T12:08:01.000+04:00,2025-10-17T12:53:45.000+04:00,2025-10-17T13:28:03.000+04:00
3770,Samy AYACHI,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T03:33:03.000+04:00,2025-10-17T03:54:54.000+04:00,2025-10-17T05:18:40.000+04:00,2025-10-17T06:16:41.000+04:00,2025-10-17T07:36:11.000+04:00,2025-10-17T08:04:21.000+04:00,2025-10-17T09:42:42.000+04:00,2025-10-17T10:53:28.000+04:00,2025-10-17T12:35:10.000+04:00,2025-10-17T13:02:19.000+04:00,2025-10-17T13:28:09.000+04:00
4264,Clémence ROCHE,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:19:28.000+04:00,2025-10-17T03:37:01.000+04:00,2025-10-17T04:58:40.000+04:00,2025-10-17T05:51:28.000+04:00,2025-10-17T07:07:31.000+04:00,2025-10-17T07:31:09.000+04:00,2025-10-17T08:52:38.000+04:00,2025-10-17T10:13:14.000+04:00,2025-10-17T12:11:49.000+04:00,2025-10-17T12:49:28.000+04:00,2025-10-17T13:29:21.000+04:00
3807,Arthur LIBAR,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:27:23.000+04:00,2025-10-17T03:49:02.000+04:00,2025-10-17T05:10:56.000+04:00,2025-10-17T06:10:19.000+04:00,2025-10-17T07:30:43.000+04:00,2025-10-17T07:54:24.000+04:00,2025-10-17T09:22:54.000+04:00,2025-10-17T10:29:30.000+04:00,2025-10-17T12:24:51.000+04:00,2025-10-17T12:56:02.000+04:00,2025-10-17T13:30:27.000+04:00
4228,Pierre-Yves KLEIN,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:21:51.000+04:00,2025-10-17T03:41:33.000+04:00,2025-10-17T05:06:21.000+04:00,2025-10-17T06:08:34.000+04:00,2025-10-17T07:25:48.000+04:00,2025-10-17T07:45:07.000+04:00,2025-10-17T09:11:00.000+04:00,2025-10-17T10:35:24.000+04:00,2025-10-17T12:31:46.000+04:00,2025-10-17T12:58:35.000+04:00,2025-10-17T13:30:45.000+04:00
3095,Jean GIESS,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:26:13.000+04:00,2025-10-17T03:45:44.000+04:00,2025-10-17T05:05:15.000+04:00,2025-10-17T05:59:22.000+04:00,2025-10-17T07:19:08.000+04:00,2025-10-17T07:41:36.000+04:00,2025-10-17T09:00:32.000+04:00,2025-10-17T10:28:33.000+04:00,2025-10-17T12:28:27.000+04:00,2025-10-17T13:07:55.000+04:00,2025-10-17T13:34:44.000+04:00
4086,Rémi PORTUESE,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:27:44.000+04:00,2025-10-17T03:45:35.000+04:00,2025-10-17T05:02:47.000+04:00,2025-10-17T06:02:33.000+04:00,2025-10-17T07:30:35.000+04:00,2025-10-17T07:54:13.000+04:00,2025-10-17T09:21:24.000+04:00,2025-10-17T10:33:47.000+04:00,2025-10-17T12:30:08.000+04:00,2025-10-17T13:04:43.000+04:00,2025-10-17T13:35:04.000+04:00
3107,Richard DE PALMAS,FINISHER,M2 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T03:56:13.000+04:00,2025-10-17T04:22:44.000+04:00,2025-10-17T05:39:00.000+04:00,2025-10-17T06:29:46.000+04:00,2025-10-17T07:47:37.000+04:00,2025-10-17T08:07:50.000+04:00,2025-10-17T09:30:47.000+04:00,2025-10-17T10:45:39.000+04:00,2025-10-17T12:38:51.000+04:00,2025-10-17T13:08:50.000+04:00,2025-10-17T13:35:41.000+04:00
